"ENSMUSG00000000420.15",587,1191,768,1296,827,1323,1447,1092,1216,1286
"ENSMUSG00000000435.1",0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000000439.9",308,658,580,1161,312,493,480,450,603,499
"ENSMUSG00000000440.12",257,780,297,519,168,1181,1084,970,699,834
"ENSMUSG00000000441.17",969,1777,1133,2369,1186,1736,1808,1604,1386,1832
"ENSMUSG00000000486.13",23,84,31,119,143,95,105,131,98,130
"ENSMUSG00000000489.6",61,427,253,108,69,522,488,285,213,139
"ENSMUSG00000000530.16",1271,2715,2425,3458,1274,2334,2029,2020,1855,2097
"ENSMUSG00000000531.4",0,9,2,11,2,0,17,2,3,34
"ENSMUSG00000000532.10",73,232,118,92,125,67,162,96,122,166
"ENSMUSG00000000538.18",60,122,62,140,22,157,68,115,48,41
"ENSMUSG00000000544.14",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000552.9",34,33,59,162,79,53,90,51,50,109
"ENSMUSG00000000555.7",91,143,408,397,196,195,150,103,176,155
"ENSMUSG00000000560.9",6,13,19,10,13,5,10,5,5,7
"ENSMUSG00000000561.14",543,1265,1594,1996,711,1895,1959,1975,682,1037
"ENSMUSG00000000562.5",35,49,76,28,9,59,12,34,36,14
"ENSMUSG00000000563.17",3130,5751,6076,11464,4829,6031,6802,6491,5642,6364
"ENSMUSG00000000567.5",0,4,11,1,0,0,0,0,3,5
"ENSMUSG00000000568.15",377,741,792,1158,499,705,786,749,606,868
"ENSMUSG00000000579.14",85,227,133,374,145,139,292,129,176,263
"ENSMUSG00000000581.8",574,1252,842,1913,1107,1071,1279,1313,978,1017
"ENSMUSG00000000594.7",24322,49011,26594,75540,34240,41161,37878,44535,34672,32471
"ENSMUSG00000000600.15",202,1152,419,683,615,333,528,357,403,529
"ENSMUSG00000000605.9",735,2640,1543,2814,1853,2010,2182,1643,1515,2216
"ENSMUSG00000000606.16",4,5,0,0,0,12,0,0,0,4
"ENSMUSG00000000617.14",11,0,0,0,0,1,0,1,0,0
"ENSMUSG00000000627.15",0,2,0,1,0,0,2,0,7,0
"ENSMUSG00000000628.10",2214,5907,4223,1779,730,3005,3210,3429,4190,4491
"ENSMUSG00000000631.20",159,573,359,617,243,464,502,374,362,378
"ENSMUSG00000000632.13",2,9,5,7,2,6,4,8,5,7
"ENSMUSG00000000673.8",47,121,90,392,156,49,93,113,78,113
"ENSMUSG00000000682.7",5993,10858,8205,14158,6933,6699,5994,8037,7463,8617
"ENSMUSG00000000686.11",30,292,52,321,135,162,104,108,80,68
"ENSMUSG00000000690.5",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000693.10",106,230,301,204,95,139,70,116,147,168
"ENSMUSG00000000701.8",0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000000706.16",0,0,4,15,20,0,0,0,0,0
"ENSMUSG00000000708.14",166,363,192,539,261,346,445,368,356,411
"ENSMUSG00000000711.3",191,401,372,864,295,489,519,291,246,311
"ENSMUSG00000000724.10",3,11,10,3,5,4,17,3,6,6
"ENSMUSG00000000730.13",0,0,9,0,0,0,0,0,0,0
"ENSMUSG00000000731.15",1,0,0,0,7,1,1,0,0,3
"ENSMUSG00000000732.9",29,179,49,107,28,84,39,61,85,89
"ENSMUSG00000000738.18",218,755,428,764,352,393,385,468,494,477
"ENSMUSG00000000739.14",11,79,37,59,62,36,28,30,40,48
"ENSMUSG00000000740.12",3242,6726,7769,13539,7852,7047,5659,7036,5309,5673
"ENSMUSG00000000743.9",880,1957,1728,5414,2088,2176,2091,1363,1394,1703
"ENSMUSG00000000751.13",570,1579,1858,2313,739,1254,1050,1240,975,1657
"ENSMUSG00000000753.15",37,201,102,399,243,203,59,36,62,86
"ENSMUSG00000000759.14",146,325,269,249,248,196,304,193,204,243
"ENSMUSG00000000766.18",0,3,0,13,31,2,4,6,0,0
"ENSMUSG00000000776.13",161,310,246,355,157,238,380,253,341,179
"ENSMUSG00000000782.15",9,2,0,0,1,8,0,38,0,0
"ENSMUSG00000000787.12",1238,2722,1678,2436,1519,2245,2982,2084,1700,1817
"ENSMUSG00000000791.9",15,3,25,62,2,7,9,37,13,6
"ENSMUSG00000000792.2",0,0,4,5,0,0,0,2,0,12
"ENSMUSG00000000794.9",3,0,0,0,3,4,0,0,6,0
"ENSMUSG00000000804.14",148,578,219,652,268,417,386,487,289,279
"ENSMUSG00000000805.18",4,5,0,21,0,0,0,0,0,0
"ENSMUSG00000000811.13",47,91,72,336,103,117,108,65,57,118
"ENSMUSG00000000817.10",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000823.16",283,907,616,1178,514,816,842,840,352,698
"ENSMUSG00000000826.16",1511,3127,2657,6668,3259,3427,3613,3569,2383,2665
"ENSMUSG00000000827.18",926,2054,2035,3753,1819,2213,2180,2560,1730,1773
"ENSMUSG00000000838.17",104,491,239,258,174,255,271,174,181,335
"ENSMUSG00000000861.15",4,99,11,34,15,163,203,159,106,85
"ENSMUSG00000000869.12",0,20,4,10,6,3,41,10,2,3
"ENSMUSG00000000876.11",510,1112,807,1693,909,1310,937,987,999,1078
"ENSMUSG00000000881.12",0,8,0,0,1,3,27,0,2,3
"ENSMUSG00000000884.16",48,263,102,477,209,92,206,239,101,114
"ENSMUSG00000000889.8",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000901.16",0,0,0,0,0,7,0,3,10,0
"ENSMUSG00000000902.13",273,881,875,1363,531,846,900,940,747,758
"ENSMUSG00000000903.3",24,16,12,16,49,141,157,155,193,281
"ENSMUSG00000000915.15",22,216,18,194,39,84,65,95,38,14
"ENSMUSG00000000916.15",234,423,512,396,406,591,567,415,265,461
"ENSMUSG00000000934.8",102,165,204,325,125,233,205,192,243,193
"ENSMUSG00000000938.11",3,0,0,0,1,0,0,0,2,0
"ENSMUSG00000000942.10",0,0,0,0,0,0,0,11,0,0
"ENSMUSG00000000948.16",12,47,23,65,20,27,18,37,38,28
"ENSMUSG00000000957.11",37,125,113,277,107,118,105,113,61,60
"ENSMUSG00000000958.10",1608,4106,3526,4616,1906,3534,3521,2981,2598,3512
"ENSMUSG00000000959.7",512,557,791,1232,838,993,979,822,785,849
"ENSMUSG00000000976.13",162,692,441,384,284,549,422,331,360,303
"ENSMUSG00000000982.5",135,730,230,48,51,386,333,305,469,481
"ENSMUSG00000000983.13",12,10,35,27,13,45,37,46,23,29
"ENSMUSG00000001014.6",25,130,72,133,84,200,140,148,33,39
"ENSMUSG00000001016.12",320,675,876,995,447,523,743,573,586,753
"ENSMUSG00000001017.15",365,1064,766,1574,901,894,748,933,571,676
"ENSMUSG00000001018.15",1034,3062,1243,3951,2155,2388,2458,2085,2158,2302
"ENSMUSG00000001020.8",1,6,13,61,29,0,5,33,24,20
"ENSMUSG00000001021.12",10,79,23,22,7,27,24,19,49,53
"ENSMUSG00000001023.10",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001025.8",27,67,72,150,208,86,37,111,30,29
"ENSMUSG00000001027.7",0,3,0,0,9,0,0,0,0,0
"ENSMUSG00000001029.15",126,238,233,148,104,365,188,266,155,204
"ENSMUSG00000001034.17",57,109,133,260,119,225,270,140,181,125
"ENSMUSG00000001036.17",59,114,104,243,79,114,141,196,61,105
"ENSMUSG00000001039.12",61,138,59,194,66,99,69,86,52,51
"ENSMUSG00000001052.15",369,1159,754,1029,464,880,971,784,628,705
"ENSMUSG00000001053.15",5,0,5,0,20,0,0,7,0,63
"ENSMUSG00000001054.9",222,1412,679,1711,964,870,1014,903,549,553
"ENSMUSG00000001056.3",832,1439,2311,6521,2841,2566,2244,2952,1531,2188
"ENSMUSG00000001062.18",134,468,318,498,245,329,188,301,294,205
"ENSMUSG00000001065.15",60,96,209,196,106,87,231,182,78,54
"ENSMUSG00000001076.6",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001082.12",181,229,363,633,283,412,297,354,173,326
"ENSMUSG00000001089.14",341,911,657,653,412,586,653,571,495,632
"ENSMUSG00000001095.5",26,126,49,40,41,73,105,62,26,18
"ENSMUSG00000001098.15",436,729,882,1513,654,1165,917,680,852,822
"ENSMUSG00000001100.10",616,1256,1313,2411,872,1194,1201,1046,1298,1388
"ENSMUSG00000001103.7",0,14,0,0,0,0,6,0,0,0
"ENSMUSG00000001105.15",248,428,553,837,498,538,495,805,437,616
"ENSMUSG00000001119.7",30,104,34,23,0,17,29,41,0,6
"ENSMUSG00000001120.15",6,0,2,27,15,60,8,0,0,18
"ENSMUSG00000001123.15",5618,15235,9886,19622,7883,7359,6342,6293,9948,13706
"ENSMUSG00000001127.12",675,2516,1224,2227,1013,1453,1366,1321,1390,1659
"ENSMUSG00000001128.7",28527,66503,55704,125512,54825,62199,51564,38612,38406,50677
"ENSMUSG00000001131.11",0,0,0,5,0,0,0,2,2,1
"ENSMUSG00000001134.9",209,522,352,1156,676,606,567,640,466,375
"ENSMUSG00000001138.13",212,213,213,501,204,346,445,312,193,342
"ENSMUSG00000001143.13",376,1331,662,1120,324,824,386,434,565,834
"ENSMUSG00000001150.7",94,597,305,350,305,225,332,380,218,234
"ENSMUSG00000001151.10",182,494,314,252,308,453,412,463,461,572
"ENSMUSG00000001155.13",14,121,30,262,24,233,119,168,53,18
"ENSMUSG00000001156.9",573,1987,650,861,565,588,519,689,611,1226
"ENSMUSG00000001157.13",93,187,75,110,67,121,201,208,145,222
"ENSMUSG00000001158.13",472,1269,859,1684,832,1168,1276,1530,1025,1137
"ENSMUSG00000001166.17",84,147,47,89,99,24,69,98,75,136
"ENSMUSG00000001168.16",0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000001173.15",135,593,396,561,344,265,381,526,525,580
"ENSMUSG00000001175.14",22687,55889,33246,63756,25895,30245,32719,37444,41373,49471
"ENSMUSG00000001211.15",973,2031,1932,3847,1459,1923,1580,1478,1243,1843
"ENSMUSG00000001225.12",1,14,9,10,11,5,2,10,3,11
"ENSMUSG00000001227.11",12,88,42,33,52,12,16,14,51,20
"ENSMUSG00000001228.14",252,790,564,718,206,354,411,447,649,787
"ENSMUSG00000001229.8",164,418,463,680,475,780,595,557,406,462
"ENSMUSG00000001240.13",5,0,28,27,30,30,7,55,9,31
"ENSMUSG00000001247.16",6,12,23,34,16,39,2,1,4,6
"ENSMUSG00000001248.15",210,688,464,873,313,283,232,309,584,591
"ENSMUSG00000001249.14",303,556,472,566,313,515,446,242,337,584
"ENSMUSG00000001260.10",0,3,0,0,6,2,19,0,0,0
"ENSMUSG00000001270.9",3047,6918,7935,12944,3595,7080,6880,6728,4217,6777
"ENSMUSG00000001280.12",297,510,383,658,405,537,525,678,375,462
"ENSMUSG00000001281.9",8,78,17,150,41,59,34,39,0,20
"ENSMUSG00000001285.12",480,825,674,1268,476,825,968,930,578,710
"ENSMUSG00000001288.14",0,0,4,0,11,3,0,1,0,1
"ENSMUSG00000001289.12",1518,3731,2360,7237,3149,3872,3626,4305,2781,2589
"ENSMUSG00000001300.16",41,36,25,39,39,64,54,28,62,61
"ENSMUSG00000001305.5",148,485,586,935,516,506,635,656,455,373
"ENSMUSG00000001313.12",15,0,40,59,38,7,0,38,71,71
"ENSMUSG00000001323.17",127,510,282,623,327,334,142,380,292,284
"ENSMUSG00000001333.9",0,4,4,0,0,0,0,0,0,0
"ENSMUSG00000001334.9",14,7,13,17,1,9,5,3,14,13
"ENSMUSG00000001348.15",8988,18413,12600,26546,11781,17320,13684,11308,10619,13316
"ENSMUSG00000001349.5",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001366.14",124,611,450,662,371,602,734,599,494,252
"ENSMUSG00000001376.17",291,711,584,585,368,703,809,697,432,434
"ENSMUSG00000001380.6",576,1194,1203,1541,910,1204,1237,917,905,1340
"ENSMUSG00000001383.8",1117,2438,1477,3321,1442,2114,2177,2441,1730,1779
"ENSMUSG00000001403.13",584,1221,992,1073,698,381,377,637,849,1219
"ENSMUSG00000001415.10",80,271,194,534,230,373,433,221,117,246
"ENSMUSG00000001416.13",1827,5078,5725,9474,4164,4625,5126,5782,3113,4354
"ENSMUSG00000001418.13",2666,5357,4937,10502,4048,5492,4828,3463,4249,5602
"ENSMUSG00000001419.17",149,724,329,926,386,183,238,317,668,545
"ENSMUSG00000001420.13",2,0,0,4,7,4,2,0,26,1
"ENSMUSG00000001424.14",1342,3124,2563,4894,2365,3040,3064,3786,2369,2610
"ENSMUSG00000001435.15",23,20,74,182,51,117,126,93,57,52
"ENSMUSG00000001436.15",164,280,342,576,108,218,244,189,243,302
"ENSMUSG00000001440.5",1543,3526,3402,5042,1915,3640,3843,3544,2868,3278
"ENSMUSG00000001441.13",459,864,799,494,393,711,731,601,598,841
"ENSMUSG00000001444.2",0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000001445.10",455,902,878,1348,698,1010,771,816,748,737
"ENSMUSG00000001467.5",180,679,393,727,201,223,340,337,467,395
"ENSMUSG00000001472.17",1332,3167,2217,4984,2351,2688,2260,2115,2086,2702
"ENSMUSG00000001473.6",654,1021,3844,5337,1346,918,938,577,848,1010
"ENSMUSG00000001482.15",68,77,90,184,62,196,144,47,67,133
"ENSMUSG00000001493.9",0,0,0,0,0,0,0,0,0,8
"ENSMUSG00000001494.6",0,0,0,20,0,2,0,0,0,0
"ENSMUSG00000001496.15",0,1,0,0,0,10,4,0,0,0
"ENSMUSG00000001497.18",1,11,0,4,1,11,0,4,4,3
"ENSMUSG00000001504.10",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001506.10",34,132,64,63,42,87,42,65,43,30
"ENSMUSG00000001507.16",0,0,0,0,4,0,0,0,0,0
"ENSMUSG00000001508.15",2,0,0,0,0,0,11,0,0,0
"ENSMUSG00000001510.8",0,0,0,0,0,0,4,1,0,0
"ENSMUSG00000001517.14",86,63,129,117,57,40,55,112,75,128
"ENSMUSG00000001518.12",71,329,92,474,244,175,171,180,146,276
"ENSMUSG00000001520.12",25,29,56,17,18,13,26,39,43,23
"ENSMUSG00000001521.12",115,264,231,274,163,191,164,193,295,265
"ENSMUSG00000001524.14",113,147,277,255,116,310,194,216,249,170
"ENSMUSG00000001525.10",24117,40281,36595,57297,24223,29494,29106,40088,34479,44782
"ENSMUSG00000001542.7",119,387,206,188,158,112,197,210,326,337
"ENSMUSG00000001552.14",513,1066,1106,1547,618,1144,938,927,783,1082
"ENSMUSG00000001555.10",6,0,12,0,16,1,0,0,6,27
"ENSMUSG00000001558.5",1,0,19,0,0,61,0,18,0,0
"ENSMUSG00000001566.9",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001569.10",278,928,656,1153,668,764,947,896,584,642
"ENSMUSG00000001576.14",867,1276,1914,3700,1465,1261,1072,1232,1403,1538
"ENSMUSG00000001583.13",1,6,4,3,10,0,8,11,5,1
"ENSMUSG00000001588.12",29,27,8,28,19,3,10,32,15,31
"ENSMUSG00000001604.14",10,2,22,12,74,17,28,60,30,24
"ENSMUSG00000001622.15",0,13,9,8,3,0,0,1,10,12
"ENSMUSG00000001627.12",208,969,468,498,250,207,270,234,460,734
"ENSMUSG00000001630.13",119,392,307,110,109,149,266,202,227,423
"ENSMUSG00000001632.16",283,673,507,1262,627,924,675,722,408,466
"ENSMUSG00000001642.18",1745,3923,3154,8387,3200,4116,3690,3994,3157,3536
"ENSMUSG00000001655.6",2,20,0,7,3,0,0,8,0,0
"ENSMUSG00000001656.3",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001657.7",1,11,0,8,5,0,0,3,2,0
"ENSMUSG00000001661.5",1,0,0,2,0,0,0,0,0,0
"ENSMUSG00000001663.10",25,112,61,231,71,53,85,64,50,60
"ENSMUSG00000001665.11",51,3,12,49,0,42,13,134,57,44
"ENSMUSG00000001666.8",169,564,320,1078,496,489,390,472,278,353
"ENSMUSG00000001670.13",9,76,1,743,565,142,257,28,22,0
"ENSMUSG00000001672.14",3,0,22,21,1,0,4,2,0,2
"ENSMUSG00000001674.11",291,674,668,1347,602,767,882,989,710,806
"ENSMUSG00000001687.15",1346,3950,2496,5449,3073,2501,2340,2453,3500,3760
"ENSMUSG00000001700.9",20,73,59,141,33,73,69,48,38,108
"ENSMUSG00000001707.8",274,519,802,1071,294,927,889,1016,386,495
"ENSMUSG00000001729.14",353,759,1062,2115,1098,1216,903,888,660,841
"ENSMUSG00000001739.14",10,130,39,1,3,36,30,0,85,78
"ENSMUSG00000001741.12",623,1515,1007,2122,899,2960,3050,3426,923,924
"ENSMUSG00000001750.15",1506,2693,2845,5116,2631,2520,2110,2398,2517,3510
"ENSMUSG00000001751.9",451,1259,664,1798,746,982,960,1002,471,784
"ENSMUSG00000001755.12",273,341,317,707,256,396,431,465,495,308
"ENSMUSG00000001761.7",171,233,253,303,235,219,254,220,165,279
"ENSMUSG00000001763.14",41,210,70,434,269,269,268,299,105,160
"ENSMUSG00000001767.5",152,692,388,382,475,526,622,529,274,530
"ENSMUSG00000001768.15",739,1777,989,1936,889,1669,2136,1288,984,1190
"ENSMUSG00000001773.14",3,5,0,0,0,3,1,2,0,0
"ENSMUSG00000001774.8",300,1277,790,349,290,688,1069,871,876,735
"ENSMUSG00000001783.3",1062,2179,2053,3326,1785,2648,1951,1586,1636,1953
"ENSMUSG00000001785.13",334,895,949,1356,736,913,1063,978,601,784
"ENSMUSG00000001786.14",303,1001,515,991,512,638,834,854,535,599
"ENSMUSG00000001794.13",2272,3872,3442,10149,3402,4384,4348,4673,3662,3969
"ENSMUSG00000001802.16",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001804.9",3,0,0,0,5,1,0,0,0,23
"ENSMUSG00000001815.15",0,3,0,0,0,19,0,0,0,0
"ENSMUSG00000001819.4",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823.5",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827.12",15,86,27,26,36,54,17,38,0,41
"ENSMUSG00000001829.17",439,884,935,1505,635,642,769,951,572,993
"ENSMUSG00000001833.17",1347,3695,2685,3195,1812,2084,2903,2421,1956,2310
"ENSMUSG00000001844.10",171,540,267,1849,642,456,484,468,340,321
"ENSMUSG00000001847.14",5231,11430,9167,17508,9599,11425,11818,10156,9289,10262
"ENSMUSG00000001855.15",283,569,437,578,361,580,370,272,521,438
"ENSMUSG00000001864.13",5,0,1,0,6,0,4,0,2,0
"ENSMUSG00000001865.2",6,31,1,161,30,60,91,77,94,113
"ENSMUSG00000001870.15",14,174,35,44,32,107,138,114,125,58
"ENSMUSG00000001891.16",425,1150,1160,1687,538,879,1343,863,830,837
"ENSMUSG00000001901.15",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001909.15",217,524,732,1285,486,589,671,745,552,483
"ENSMUSG00000001910.4",74,77,113,231,105,71,88,55,75,126
"ENSMUSG00000001911.16",18,61,22,99,22,84,88,125,27,22
"ENSMUSG00000001918.17",55,418,326,456,291,256,192,256,205,429
"ENSMUSG00000001924.15",1548,3829,2940,5623,2304,2929,3632,2701,2734,3427
"ENSMUSG00000001930.17",59,109,33,160,146,101,144,60,79,53
"ENSMUSG00000001942.8",577,1716,684,1387,629,1198,1456,1115,1301,1275
"ENSMUSG00000001943.8",0,0,0,0,0,0,0,8,0,3
"ENSMUSG00000001946.14",4,0,19,222,65,4,70,60,10,15
"ENSMUSG00000001948.10",17,0,3,69,8,20,32,32,2,22
"ENSMUSG00000001962.8",349,852,798,937,402,769,767,965,661,759
"ENSMUSG00000001964.14",290,797,566,1105,296,392,462,384,535,628
"ENSMUSG00000001983.7",17,93,83,1,12,120,119,59,35,48
"ENSMUSG00000001985.9",2,16,1,0,0,5,5,7,8,1
"ENSMUSG00000001986.16",13,27,1,20,0,2,0,5,14,46
"ENSMUSG00000001988.9",0,5,0,0,0,9,0,0,0,0
"ENSMUSG00000001995.9",153,715,337,451,280,269,147,180,244,315
"ENSMUSG00000001998.15",111,460,357,186,137,94,225,168,212,300
"ENSMUSG00000001999.15",4518,10214,9171,14680,5657,10679,9615,11292,8316,8269
"ENSMUSG00000002006.12",0,12,0,6,0,0,0,0,0,0
"ENSMUSG00000002007.5",0,2,0,0,16,0,15,2,0,30
"ENSMUSG00000002010.17",3057,4437,3668,10169,4237,6174,5439,5887,4552,4803
"ENSMUSG00000002012.13",0,0,0,0,0,0,0,3,0,0
"ENSMUSG00000002014.12",2747,4785,4248,11165,4861,5368,4590,5896,4266,4973
"ENSMUSG00000002015.5",4077,7103,6044,11670,5334,5761,5656,6070,5415,7385
"ENSMUSG00000002017.9",99,128,157,393,101,145,365,390,101,148
"ENSMUSG00000002020.15",1,2,0,18,18,36,3,0,0,7
"ENSMUSG00000002028.13",83,270,227,197,259,215,290,298,315,283
"ENSMUSG00000002031.12",444,933,467,1252,674,991,875,999,748,499
"ENSMUSG00000002032.17",2,0,5,0,11,45,0,0,0,0
"ENSMUSG00000002033.14",0,5,2,0,16,0,1,10,2,7
"ENSMUSG00000002043.17",786,1556,1102,2945,1022,1592,1128,1580,1428,1644
"ENSMUSG00000002052.6",242,552,586,850,365,678,566,560,518,585
"ENSMUSG00000002055.9",197,574,233,181,137,280,146,289,240,312
"ENSMUSG00000002057.4",0,5,2,1,0,2,1,9,0,0
"ENSMUSG00000002058.13",216,518,433,1850,614,728,713,832,470,382
"ENSMUSG00000002059.18",36,62,46,229,73,36,43,70,97,52
"ENSMUSG00000002064.10",1242,2916,1715,2448,1232,2495,2163,2763,1786,2011
"ENSMUSG00000002068.16",206,355,370,246,211,320,301,281,331,579
"ENSMUSG00000002076.11",0,0,0,3,0,14,0,0,0,1
"ENSMUSG00000002083.13",11,79,31,32,34,31,68,21,42,45
"ENSMUSG00000002100.15",0,56,14,46,8,6,8,0,21,29
"ENSMUSG00000002102.15",3526,7948,5951,15334,5688,8367,7676,9329,6308,7178
